Internal ID,Item Name,Item Code
58459,กล่องเอกสารพลาสติก โรบิน 123 ดำ,2CT-FS-07-047
58460,กล่องเอกสารพลาสติก โรบิน 123 น้ำเงิน,2CT-FS-07-048
58461,กล่องเอกสารพลาสติก โรบิน 5 ช่อง 125 ดำ,2CT-FS-07-049
58462,กล่องเอกสารพลาสติก วาโก้ NO.301 คละสี,2CT-FS-07-050
58463,กล่องเอกสารพลาสติก ออร์ก้า 2ช่อง BF-2001/2,2CT-FS-07-051
58464,กล่องเอกสารพลาสติก ออร์ก้า BF-93 1 ช่อง ดำ P.1,2CT-FS-07-052
58465,กล่องเอกสารพลาสติก ออร์ก้า BF-93 1 ช่อง เหลืองใส P.1,2CT-FS-07-053
58466,กล่องเอกสารเหล็ก โรบิน 100 1 ช่อง,2CT-FS-07-054
58467,ตะกร้าลวดเคลือบ โรบิน 402 2 ชั้น ขาว P.1,2CT-FS-07-055
58468,ตะกร้าลวดเคลือบ โรบิน 402 2 ชั้น ดำ P.1,2CT-FS-07-056
58469,ตะกร้าลวดเคลือบ โรบิน 402 2 ชั้น แดง P.1,2CT-FS-07-057
58470,ตะกร้าลวดเคลือบ โรบิน 402 2 ชั้น ฟ้า P.1,2CT-FS-07-058
58471,ตะกร้าลวดเคลือบ โรบิน 403 3 ชั้น ขาว P.1,2CT-FS-07-059
58472,ตะกร้าลวดเคลือบ โรบิน 403 3 ชั้น คละสี P.1,2CT-FS-07-060
58473,ตะกร้าลวดเคลือบ โรบิน 403 3 ชั้น ดำ P.1,2CT-FS-07-061
58474,ตะกร้าลวดเคลือบ โรบิน 403 3 ชั้น แดง P.1,2CT-FS-07-062
58475,ตะกร้าลวดเคลือบ โรบิน 403 3 ชั้น ฟ้า P.1,2CT-FS-07-063
58476,ตะกร้าลวดเคลือบ ออร์ก้า 2 ชั้น ขาว P.1,2CT-FS-07-064
58477,ตะกร้าลวดเคลือบ ออร์ก้า 2 ชิ้น ดำ,2CT-FS-07-065
58478,ตะกร้าลวดเคลือบ ออร์ก้า 2 ชิ้น แดง,2CT-FS-07-066
58479,ตะกร้าลวดเคลือบ ออร์ก้า 3 ชิ้น ดำ,2CT-FS-07-067
58480,ตะกร้าลวดเคลือบ ออร์ก้า 3 ชิ้น แดง,2CT-FS-07-068
58481,ตะกร้าลวดเคลือบ ออร์ก้า 3 ชิ้น ฟ้า,2CT-FS-07-069
58482,ตะกร้าลวดเคลือบ ออร์ก้า X88 ขาว,2CT-FS-07-070
58483,ตะกร้าลวดเคลือบ ออร์ก้า X88 แดง,2CT-FS-07-071
58484,ตะกร้าลวดเคลือบ ออร์ก้า X88 ฟ้า,2CT-FS-07-072
58485,ตะกร้าลวดเคลือบพลาสติกมีฝา โรบิน 400 ขาว P.1,2CT-FS-07-073
58486,ตะกร้าลวดเคลือบพลาสติกมีฝา โรบิน 400 คละสี P.1,2CT-FS-07-074
58487,ตะกร้าลวดเคลือบพลาสติกมีฝา โรบิน 400 ดำ P.1,2CT-FS-07-075
58488,ตะกร้าลวดเคลือบพลาสติกมีฝา โรบิน 400 แดง P.1,2CT-FS-07-076
58489,ตะกร้าลวดเคลือบพลาสติกมีฝา โรบิน 400 ฟ้า P.1,2CT-FS-07-077
58490,ตู้เอกสาร ออร์ก้า CBN-3 โครงดำลิ้นชักดำ P.1,2CT-FS-07-078
58491,ตู้เอกสาร ออร์ก้า CBN-5 โครงดำลิ้นชักดำ P.1,2CT-FS-07-079
58492,ตู้เอกสาร ออร์ก้า CBN-5 โครงดำลิ้นชักเทา P.1,2CT-FS-07-080
58493,ตู้เอกสาร ออร์ก้า CBN-7 โครงดำลิ้นชักดำ P.1,2CT-FS-07-081
58494,ตู้เอกสาร ออร์ก้า CFB-3 โครงเทาลิ่นชักเขียว,2CT-FS-07-082
58495,ตู้เอกสาร ออร์ก้า CFB-5 โครงขาวลิ้นชักฟัา P.1,2CT-FS-07-083
58496,ตู้เอกสาร ออร์ก้า CFB-5 โครงเทาลิ่นชักใส,2CT-FS-07-084
58497,ตู้เอกสาร ออร์ก้า FB-3 3 ชั้น,2CT-FS-07-085
58498,ตู้เอกสาร ออร์ก้า FB-5 5 ชั้น,2CT-FS-07-086
58499,ตู้เอกสาร ออร์ก้า TCB-5 โครงขาวลิ้นชักฟัาใส P.1,2CT-FS-07-087
58500,ตู้เอกสารพลาสติก อีเกิ้ล 6 ชั้น 9346,2CT-FS-07-088
58501,ถาดเอกสาร ไทย-ไท 2 ชั้น น้ำเงิน P.1,2CT-FS-07-089
58502,ถาดเอกสาร ไทย-ไท 3 ชั้น ฟ้า P.1,2CT-FS-07-090
58503,ถาดเอกสารพลาสติก ฟลามิงโก้ 495 คละสี P.1,2CT-FS-07-091
58504,ถาดเอกสารพลาสติก ออร์ก้า 2 ชั้น L2 ขาว,2CT-FS-07-092
58505,ถาดเอกสารพลาสติก ออร์ก้า 3 ชั้น L3 ขาว,2CT-FS-07-093
58506,ถาดเอกสารพลาสติก ออร์ก้า 3 ชั้น L3 เทา,2CT-FS-07-094
58507,ถาดเอกสารพลาสติก ออร์ก้า L2 2 ชั้น ดำ P.1,2CT-FS-07-095
58508,ถาดเอกสารพลาสติก ออร์ก้า L2 2 ชั้น เทา P.1,2CT-FS-07-096
58509,ถาดเอกสารพลาสติก ออร์ก้า L3 3 ชั้น ขาวใส P.1,2CT-FS-07-097
58510,ถาดเอกสารพลาสติก ออร์ก้า L3 3 ชั้น ดำ P.1,2CT-FS-07-098
73103,"ที่ใส่แฟ้ม 4"" กลม น้ำเงิน",2CT-FS-07-099
73104,กล่องเอกสารพลาสติก ออร์ก้า BF-93 ชมพู,2CT-FS-07-100
73105,ตะกร้าลวดเคลือบ ออร์ก้า 2 ชิ้น ฟ้า,2CT-FS-07-101
73106,ตะกร้าลวดเคลือบ ออร์ก้า 3 ชิ้น ขาว,2CT-FS-07-102
73107,ถาดเหล็ก 3 ชั้น H-0831 ดำ,2CT-FS-07-103
73108,กล่องพลาสติก JCJ 5112 36x48.5x26.5ซม.(25L),2CT-FS-07-104
73109,กล่องพลาสติก JCJ 5115 67x48x41.5ซม.(85L) ใส,2CT-FS-07-105
73110,กล่องหูหิ้ว 9L 23.2x32x18.5,2CT-FS-07-106
80948,ลังแถบสี ลังแถบสี,2CT-FS-07-107
88171,กล่องเหล็กใส่เอกสาร ORCA H-2199 ดำ,2CT-FS-07-108
88172,กล่องเหล็กใส่เอกสาร ORCA H-2199 เงิน,2CT-FS-07-109
88173,กล่องเหล็กใส่เอกสาร ORCA H-2199 ชมพู,2CT-FS-07-110
88174,กล่องเหล็กใส่เอกสาร ORCA H-2199 ฟ้า,2CT-FS-07-111
88175,กล่องเหล็กใส่เอกสาร ORCA H-2199 เขียวอ่อน,2CT-FS-07-112
90419,กล่องใส่เอกสารพลาสติก โรบิน 121 ครีม,2CT-FS-07-114
90420,กล่องใส่เอกสารพลาสติก โรบิน 121 ดำ,2CT-FS-07-115
90421,กล่องใส่เอกสารพลาสติก โรบิน 121 แดง,2CT-FS-07-116
90422,กล่องใส่เอกสารพลาสติก โรบิน 121 น้ำเงิน,2CT-FS-07-117
90423,"กล่องเอกสาร ไทย-ไท 12"" 3 ช่อง เขียว P.1",2CT-FS-07-118
90424,"กล่องเอกสาร ไทย-ไท 8"" 2 ช่อง เขียว P.1",2CT-FS-07-119
58511,เครื่องคิดเลข Canon MP1411-LTSC,2CT-OA-01-001
58512,เครื่องคิดเลข Casio AX-120B P.1,2CT-OA-01-002
58513,เครื่องคิดเลข Casio DJ-240 P.1,2CT-OA-01-003
58514,เครื่องคิดเลข Casio DM-1400F P.1,2CT-OA-01-004
58515,เครื่องคิดเลข Casio DW-120MS,2CT-OA-01-005
58516,เครื่องคิดเลข Casio DX-120B P.1,2CT-OA-01-006
58517,เครื่องคิดเลข Casio DX-120ST,2CT-OA-01-007
58518,เครื่องคิดเลข CASIO FX-5800P,2CT-OA-01-008
58519,เครื่องคิดเลข Casio GX-120B P.1,2CT-OA-01-009
58520,เครื่องคิดเลข Casio HL-820LV,2CT-OA-01-010
58521,เครื่องคิดเลข Casio J-120S P.1,2CT-OA-01-011
58522,เครื่องคิดเลข Casio MS-8B,2CT-OA-01-012
58523,เครื่องคิดเลข Casio MW-8V P.1,2CT-OA-01-013
58524,เครื่องคิดเลข Casio MX-120B P.1,2CT-OA-01-014
58525,เครื่องคิดเลข NEOCAL ND-18TC,2CT-OA-01-015
58526,เครื่องคิดเลข Olympia DT-8220,2CT-OA-01-016
58527,เครื่องคิดเลข Olympia GX-120ST P.1,2CT-OA-01-017
58528,เครื่องคิดเลข Olympia GX-240TX P.1,2CT-OA-01-018
58529,เครื่องคิดเลข Olympia MX-120 P.1,2CT-OA-01-019
58530,เครื่องคิดเลข Olympia MX-120ST P.1,2CT-OA-01-020
58531,เครื่องคิดเลข Olympia MX-120TX P.1,2CT-OA-01-021
58532,เครื่องคิดเลข Olympia MX-12BL P.1,2CT-OA-01-022
58533,เครื่องคิดเลข Olympia SD200VT P.1,2CT-OA-01-023
58534,เครื่องคิดเลข Olympia SX-120S P.1,2CT-OA-01-024
58535,เครื่องคิดเลข ตราช้าง M02-12D W,2CT-OA-01-025
58536,ผ้าพิมพ์สำหรับเครื่องคิดเลข Dize 51s+U P.1,2CT-OA-01-026
58537,ผ้าหมึกเครื่องคิดเลข Casio IR-40T ดำ-แดง P.1,2CT-OA-01-027
58538,ผ้าหมึกเครื่องคิดเลข RB-02 P.1,2CT-OA-01-028
58539,ผ้าหมึกบวกเลขดำแดง Pelikan GR51 P.1,2CT-OA-01-029
74967,เทปลบคำผิดเครื่องพิมพ์ดีดไฟฟ้า 7580 จุกเหลือง P.1,2CT-OA-01-030
74968,เทปลบคำผิดเครื่องพิมพ์ดีดไฟฟ้า Olympia F-7580 จุกเหลือง P.5,2CT-OA-01-031
74969,เทปพิมพ์เครื่องพิมพ์ดีดไฟฟ้า 8 mmx230 m,2CT-OA-01-032
74970,เทปลบคำผิดเครื่องพิมพ์ดีดไฟฟ้า Olympia F624 จุกส้ม P.1,2CT-OA-01-033
73111,เครื่องคิดเลข Casio DS-2B ดำ,2CT-OA-01-034
73112,เครื่องคิดเลข Canon AS-2222 II,2CT-OA-01-035
73113,เครื่องคิดเลข คาสิโอ MS-100FM,2CT-OA-01-036
73114,ผ้าหมึกพิมพ์ดีด Horse แกนคู่ P.1,2CT-OA-01-037
73115,เทปพิมพ์ (เทียบ)สำหรับOlympia Compact 5,2CT-OA-01-038
73116,ผ้าหมึกบวกเลขดำแดง,2CT-OA-01-039
87865,เครื่องคิดเลข Casio DR-240R P.1,2CT-OA-01-040
87866,เครื่องคิดเลข Olympia DX-888X P.1,2CT-OA-01-041
90425,เครื่องคิดเลข Casio AX-12B,2CT-OA-01-043
97459,เครื่องคิดเลข Casio AX-120ST P.1,2CT-OA-01-044
58540,เทปปั๊มอักษร Motex 9 mm x 3 m แดง P.1,2CT-OA-02-001
58541,เทปปั๊มอักษร Motex 9 mm x 3 m เหลือง P.1,2CT-OA-02-002
58542,เทปปั๊มอักษรนูน ไดโม 523802 แดง P.1,2CT-OA-02-003
58543,เทปปั๊มอักษรนูน ไดโม 523805 เขียว P.1,2CT-OA-02-004
58544,เทปปั๊มอักษรนูน ไดโม 523806 น้ำเงิน P.1,2CT-OA-02-005
58545,เทปปั๊มอักษรนูน ไดโม 523809 ดำ P.1,2CT-OA-02-006
58546,เทปพิมพ์เครื่องพิมพ์ดีดไฟฟ้า 8 mmx230 m,2CT-OA-02-007
58547,เทปพิมพ์อักษร Brother TZ-231 ดำ/ขาว P.1,2CT-OA-02-008
58548,เทปพิมพ์อักษร Brother TZ-251 ดำ/ขาว P.1,2CT-OA-02-009
58549,เทปพิมพ์อักษร Brother TZ-631 ดำ/เหลือง P.1,2CT-OA-02-010
58550,เทปพิมพ์อักษร Epson LK-4KBK 12mm B/G Rib,2CT-OA-02-011
58551,เทปพิมพ์อักษร ไดโม 91202 เหลือง P.1,2CT-OA-02-012
80949,เทปพิมพ์อักษร Brother TZE-561 ดำ/น้ำเงิน,2CT-OA-02-013
80950,เครื่องปั้มอักษร  MOTEX E-101,2CT-OA-02-014
88286,เทปพิมพ์อักษร Brother TZ-221 P.1,2CT-OA-02-015
88287,เทปพิมพ์อักษร Brother TZ-621 P.1,2CT-OA-02-016
58552,เครื่องทำลายเอกสาร Deli ET054,2CT-OA-03-001
58553,เครื่องทำลายเอกสาร EBA 2326 C,2CT-OA-03-002
58554,เครื่องทำลายเอกสาร Fellowes LX65,2CT-OA-03-003
58555,เครื่องทำลายเอกสาร HSM Securio C18,2CT-OA-03-004
58556,เครื่องทำลายเอกสาร IDEAL 2604CC (4x40 mm),2CT-OA-03-005
58557,เครื่องทำลายเอกสาร NEO OS1004D-1 ดำ,2CT-OA-03-006
58558,เครื่องทำลายเอกสาร OASTAR RT-3300S,2CT-OA-03-007
58559,เครื่องทำลายเอกสาร ROTO S300 SC-1,2CT-OA-03-008
58560,เครื่องทำลายเอกสาร นีโอแคล C1217,2CT-OA-03-009
58561,เครื่ื่องทำลายเอกสาร Fellow 70S,2CT-OA-03-010
73117,เครื่องทำลายเอกสาร Fellowes 125ci Crosscut,2CT-OA-03-011
73118,เครื่องทำลายเอกสาร HIC PS-23C ตัดละเอียด,2CT-OA-03-012
73119,เครื่องทำลายเอกสาร HIC PS-23S ตัดตรง,2CT-OA-03-013
73120,เครื่องทำลายเอกสาร HIC PS-22C ตัดละเอียด,2CT-OA-03-014
88176,เครื่องทำลายเอกสาร OfficeBusiness DT-200S,2CT-OA-03-017
88177,เครื่องทำลายเอกสาร Neocal ND-60CC,2CT-OA-03-018
88246,เครื่องทำลายเอกสาร Deli E9952-WH-01 สีขาว,2CT-OA-03-019
88247,เครื่องทำลายเอกสาร Fellow 99Ci P.1,2CT-OA-03-020
88248,เครื่องทำลายเอกสาร Vigorhood VS1208 CD,2CT-OA-03-021
88249,เครื่องทำลายเอกสาร โคมิค S-516 P.1,2CT-OA-03-022
58562,โทรศัพท์ Panasonic KX-TS880MX ดำ,2CT-OA-04-001
73121,โทรศัพท์ Panasonic KX-TS840MX ขาว,2CT-OA-04-002
73122,โทรศัพท์มีสาย รีช KX-T3095,2CT-OA-04-003
73123,โทรศัพท์แขวน รีช TL-300,2CT-OA-04-004
73124,โทรศัพท์มีสาย รีช HT-2012 เทา,2CT-OA-04-005
73125,โทรศัพท์มีสาย รีช HT-2012 ดำ,2CT-OA-04-006
73126,โทรศัพท์ไร้สาย Panasonic KX-TG3411,2CT-OA-04-007
88178,โทรศัพท์ Grandstream GRP2602P ดำ,2CT-OA-04-008
99975,โทรศัพท์ Panasonic KX-TS500MX ขาว,2CT-OA-04-009
58563,พลาสติกเคลือบบัตร Elfen 125 MC A4 P.100,2CT-OA-05-001
58564,พลาสติกเคลือบบัตร GMP 110x154 mm 125MC,2CT-OA-05-002
58565,พลาสติกเคลือบบัตร GMP 125 MC A4 216x303 mm P.100,2CT-OA-05-003
58566,พลาสติกเคลือบบัตร GMP 125 MC F4 219x366 mm P.100,2CT-OA-05-004
58567,พลาสติกเคลือบบัตร GMP 60x90 mm 125MC,2CT-OA-05-005
58568,พลาสติกเคลือบบัตร Liner 125 MC 216x304 mm P.100,2CT-OA-05-006
58569,พลาสติกเคลือบบัตร Liner 125 MC 303x426 mm P.100,2CT-OA-05-007
58570,พลาสติกเคลือบบัตร Liner 125 MC 60x90 mm,2CT-OA-05-008
58571,พลาสติกเคลือบบัตร Liner 125MC 110x160 mm,2CT-OA-05-009
58572,พลาสติกเคลือบบัตร Liner 150 MC 65x95 mm,2CT-OA-05-010
58573,พลาสติกเคลือบบัตร Liner 250 MC 65x95 mm,2CT-OA-05-011
58574,พลาสติกเคลือบบัตร MIRA 150 MC A4,2CT-OA-05-012
58575,พลาสติกเคลือบบัตร ORCA A3 125mc 100s,2CT-OA-05-013
58576,พลาสติกเคลือบบัตร ORCA A4 125mc 100s,2CT-OA-05-014
58577,พลาสติกเคลือบบัตร Sanko 125 MC 60x90 mm P.100,2CT-OA-05-015
58578,พลาสติกเคลือบบัตร Sanko 125 MC 65x95 mm P.100,2CT-OA-05-016
58579,พลาสติกเคลือบบัตร Sanko 125 MC 70x100 mm P.100,2CT-OA-05-017
58580,พลาสติกเคลือบบัตร Sanko 125 MC 75x110 mm P.100,2CT-OA-05-018
58581,พลาสติกเคลือบบัตร Sanko 125 MC A4 216x306 mm P.100,2CT-OA-05-019
58582,พลาสติกเคลือบบัตร Sanko 125MC 110x154 mm,2CT-OA-05-020
58583,พลาสติกเคลือบบัตร Sanko 125MC A3,2CT-OA-05-021
58584,พลาสติกเคลือบบัตร Sanko 250 MC 80x110 mm P.100,2CT-OA-05-022
58585,พลาสติกเคลือบบัตร Sanko 250MC 65x95 mm,2CT-OA-05-023
58586,พลาสติกเคลือบบัตร Sanko 250MC 70x100 mm,2CT-OA-05-024
58587,พลาสติกเคลือบบัตร ตราช้าง 125 MC A3 P.100,2CT-OA-05-025
58588,พลาสติกเคลือบบัตร ตราช้าง 125 MC A4 P.100,2CT-OA-05-026
58589,พลาสติกเคลือบบัตร วีเท็กซ์ 125 MC P.100,2CT-OA-05-027
73127,เครื่องเคลือบเอกสาร Fellowes A4 Cosmic2,2CT-OA-05-028
73128,เครื่องเคลือบบัตร HIC A3 HL-1,2CT-OA-05-029
73129,เครื่องเคลือบบัตร เชร็ดเอท A3 LK4-320D,2CT-OA-05-030
73130,เครื่องเคลือบบัตร NEO A3 OL361,2CT-OA-05-031
73131,เครื่องเคลือบบัตร A3 SL399,2CT-OA-05-032
90426,เครื่องเคลือบบัตร Lamirel LMR-220 A4,2CT-OA-05-034
58590,ถ่านคาร์บอนซิงก์ Panasonic Neo AA ดำ P.4,2CT-OA-06-001
58591,ถ่านอัลคาไลน์ Panasonic AAA P.2,2CT-OA-06-002
58592,ถ่านอัลคาไลน์ Panasonic AA P.2,2CT-OA-06-003
58593,ถ่านอัลคาไลน์ Panasonic AA P.4,2CT-OA-06-004
58594,ถ่านอัลคาไลน์ Panasonic AAA P.4,2CT-OA-06-005
58595,ถ่านอัลคาไลน์ Panasonic 9V P.1,2CT-OA-06-006
58596,ถ่านกระดุมลิเทียม Energizer CR2025 P.1,2CT-OA-06-007
58597,ถ่านกระดุมลิเทียม Energizer CR2032 P.1,2CT-OA-06-008
58598,ถ่านกระดุมลิเทียม Maxell CR2032 P.1,2CT-OA-06-009
58599,ถ่านกระดุมลิเทียม Panasonic CR2025 P.1,2CT-OA-06-010
58600,ถ่านกระดุมลิเทียม Panasonic CR2032 P.1,2CT-OA-06-011
58601,ถ่านกระดุมลิเทียม Panasonic CR2450 P.1,2CT-OA-06-012
58602,ถ่านคาร์บอนซิงก์ Panasonic Neo 9V ดำ P.1,2CT-OA-06-013
58603,ถ่านคาร์บอนซิงก์ Panasonic Neo AAA ดำ P.2,2CT-OA-06-014
58604,ถ่านคาร์บอนซิงก์ Panasonic Neo C ดำ P.2,2CT-OA-06-015
58605,ถ่านคาร์บอนซิงก์ Panasonic Neo D ดำ P.2,2CT-OA-06-016
58606,ถ่านชาร์จ GP AA 2550 mAh P.2,2CT-OA-06-017
58607,ถ่านแมงกานีส Panasonic Gold AA เขียว P.4,2CT-OA-06-018
58608,ถ่านแมงกานีส Panasonic Gold AAA เขียว P.4,2CT-OA-06-019
58609,ถ่านอัลคาไลน์ GP 23A 12V P.1,2CT-OA-06-020
58610,ถ่านอัลคาไลน์ GP 27A 12V P.1,2CT-OA-06-021
58611,ถ่านอัลคาไลน์ Panasonic C P.2,2CT-OA-06-022
58612,ถ่านอัลคาไลน์ Panasonic D P.2,2CT-OA-06-023
73132,ถ่านชาร์จ Camelion 200 mAh 9V P.1,2CT-OA-06-024
73133,เครื่องชาร์จ+ถ่าน Pana AA 4 EA K-KJ51MCC40T,2CT-OA-06-025
73134,เครื่องชาร์จถ่าน Camelion 2 ช่อง 9V,2CT-OA-06-026
87880,ถ่านกระดุมลิเทียม Energizer LR44 P.2,2CT-OA-06-027
58613,เลเซอร์พอยท์เตอร์ อินฟินิเตอร์ 100 P.1,2CT-OA-OT-001
73135,เลเซอร์พอยท์เตอร์ Anitech A91,2CT-OA-OT-002
58614,หลอด LED HI-TEK 28W แสงขาว,2CT-OE-01-001
58615,หลอด LED Lampton T8 20W DL(Gloss),2CT-OE-01-002
58616,หลอด LED Philips E27 14.5W 6500K,2CT-OE-01-003
58617,หลอด LED Philips E27 19W 6500K,2CT-OE-01-004
58618,หลอด LED Philips T8 8W 6500K 600 mm,2CT-OE-01-005
58619,หลอด LED ดาวน์ไลท์กลมแสงขาว,2CT-OE-01-006
58620,กล้อง Ricoh WG-80 Digital Camera OR,2CT-OE-01-007
58621,ตู้น้ำดื่ม Hitachi HWD-B3000BK ดำ,2CT-OE-01-008
73136,หลอด LED Lamptan T8 18W DL,2CT-OE-01-009
73137,หลอด LED Philip T8 18W CDL,2CT-OE-01-010
73138,โคมไฟ LED พาแนลไลท์ Philips 40W 30x120cm,2CT-OE-01-011
73139,หลอดขั้วเยื้อง Philips PLC13W/865 Daylight,2CT-OE-01-012
73140,หลอด LED Neo X T8 30W DAY,2CT-OE-01-013
73141,หลอดไฟ UV lamp Uni smart V80 ม่วง,2CT-OE-01-014
73142,หลอดไฟ WM lamp Uni smart V80 ขาว,2CT-OE-01-015
73143,หลอด LED Philips T9 10W แสงขาว 600มม. LN ข้างเดียว,2CT-OE-01-016
73144,หลอด LED Philips T8 14W แสงขาว 1200มม.,2CT-OE-01-017
73145,หลอด LED Philips T8 8W แสงขาว 600 มม.,2CT-OE-01-018
73146,ตู้น้ำร้อน-เย็น SHARP SB-68B,2CT-OE-01-019
73147,ตู้น้ำร้อน-เย็น TOSHIBA RWF-W1669B(W1),2CT-OE-01-020
73148,ตู้น้ำร้อน-เย็น TOSHIBA RWF-W1669BK(K1),2CT-OE-01-021
73149,ตู้เย็น 2 ประตู HITACHI HRTN6408SXTH,2CT-OE-01-022
73150,ตู้เย็น 2 ประตู HITACHI HRTN6443SXTH,2CT-OE-01-023
73151,"พัดลมตั้งโต๊ะสไลด์  Hatari 16"" S16M",2CT-OE-01-024
73152,"พัดลมติดเพดาน Hatari 6"" รุ่น HA-C16M4(N)",2CT-OE-01-025
73153,"พัดลมติดผนัง Hatari 16"" HG-W16M4",2CT-OE-01-026
73154,"พัดลมอุตสาหกรรม Venz 24"" IF24 พร้อมขาตั้ง",2CT-OE-01-027
88179,หลอด LED Fighter E27 7W แสงเหลือง,2CT-OE-01-028
88180,หลอด LED Fighter E27 15W แสงขาว,2CT-OE-01-029
88181,หลอด LED T8 20W LหัวNท้าย SABER PRO Daylight,2CT-OE-01-030
88182,หลอด LED Philips T8 8W แสงขาว 600มม. LNข้างเดียว,2CT-OE-01-031
90464,หลอด E27 PHILIPS TORNADO 24W CDL P.2,2CT-OE-01-033
58622,เก้าอี้ Greenline GLM46,2CT-OF-01-001
58623,เก้าอี้ Greenline GLO50G-ARCL330,2CT-OF-01-002
58624,เก้าอี้ Greenline GLX46,2CT-OF-01-003
58625,เก้าอี้ผู้บริหาร KPT,2CT-OF-01-004
58626,เก้าอี้สำนักงาน คาเธ่ SOF ดำ,2CT-OF-01-005
73155,เก้าอี้ กรีนไลน์ BT-A285,2CT-OF-01-006
73156,โต๊ะประชุม Mono JACK 200 คาปู/ขาว,2CT-OF-01-007
74309,โต๊ะทำงานไม้ SMF 5D 1202 เชอร์รี่,2CT-OF-01-008
73157,เก้าอี้สำนักงาน พนักพิงกลาง SUBWAY/M,2CT-OF-01-009
73158,เก้าอี้สำนักงาน MONO HAWAII/M,2CT-OF-01-010
73159,ตู้เก็บเอกสาร KENKI 3 ลิ้นชัก มีล้อ KC-912,2CT-OF-01-011
73160,ตู้เก็บเอกสาร KENKI 2 บานเปิด KSC3FT2,2CT-OF-01-012
73161,ตู้เก็บเอกสาร Better เหล็ก 2 บานเปิด LK-2 เทาสลับ,2CT-OF-01-013
87857,เก้าอี้ Greenline GL35,2CT-OF-01-015
87858,เก้าอี้ Greenline GL35A1,2CT-OF-01-016
87859,เก้าอี้ Greenline GLO41G A307,2CT-OF-01-017
87860,เก้าอี้ Greenline MPO G,2CT-OF-01-018
87861,เก้าอี้ Greenline MPX G,2CT-OF-01-019
87862,เก้าอี้ Greenline MTO 203G,2CT-OF-01-020
87863,เก้าอี้ Greenline T24LO A307S,2CT-OF-01-021
88244,เก้าอี้ Greenline BT A317,2CT-OF-01-022
88245,เก้าอี้สำนักงาน KNR29-M-SP,2CT-OF-01-023
95036,ชุดโต๊ะห้องอาหาร 4 ที่นั่ง,2CT-OF-01-024
95037,ชุดโต๊ะห้องอาหาร 6 ที่นั่ง,2CT-OF-01-025
58627,ตรายาง ตราม้า เงินสด ขนาด 3.4X1 cm,2CT-OS-01-001
58628,ตรายาง ตราม้า จ่ายเงินแล้ว ขนาด 4.4X1 cm,2CT-OS-01-002
58629,ตรายาง ตราม้า ด่วนมาก ขนาด 3.5X1 cm,2CT-OS-01-003
58630,ตรายาง ตราม้า ลงทะเบียน ขนาด 3.6X1 cm,2CT-OS-01-004
58631,ตรายางตัวเลข Shiny 12 หลัก 4 mm N-412,2CT-OS-01-005
58632,ตรายางตัวเลข Shiny N-48 8 หลัก 4 mm,2CT-OS-01-006
58633,ตรายางตัวเลข Trodat 12 หลัก 4 mm TR-15412,2CT-OS-01-007
58634,ตรายางไทย (ปกปิด) Horse 3x1 cm,2CT-OS-01-008
58635,ตรายางวันที่ E'SY ภาษาไทย เลขไทย,2CT-OS-01-009
58636,ตรายางวันที่ ไทย Trodat TR-1010 4 mm,2CT-OS-01-010
58637,ตรายางวันที่ ไทย Trodat TR-4810TH 3.8 mm แดง,2CT-OS-01-011
58638,ตรายางวันที่ ไทย Trodat TR-4810TH 3.8 mm น้ำเงิน,2CT-OS-01-012
58639,ตรายางวันที่ ไทย เลขไทย,2CT-OS-01-013
58640,ตรายางวันที่ ไทย เลขไทย Horse,2CT-OS-01-014
58641,ตรายางวันที่ ไทย เลขไทย Trodat TR-4810 3.8 mm น้ำเงิน,2CT-OS-01-015
58642,ตรายางวันที่ นานมี ตัวเลขอาราบิก ชื่อเดือนไทย,2CT-OS-01-016
58643,ตรายางวันที่ อังกฤษ NANMEE,2CT-OS-01-017
58644,ตรายางวันที่ อังกฤษ Trodat TR-4810EN 3.8 mm น้ำเงิน,2CT-OS-01-018
58645,ตรายางหมึกในตัว (COPY) SANBY C-17,2CT-OS-01-019
58646,ตรายางหมึกในตัว (APPROVED) SANBY A-9,2CT-OS-01-020
58647,ตรายางหมึกในตัว (CANCELLED) SANBY C-2,2CT-OS-01-021
58648,ตรายางหมึกในตัว (COMPLETED) SANBY C-11,2CT-OS-01-022
58649,ตรายางหมึกในตัว (CONFIDENTIAL) SANBY C-13,2CT-OS-01-023
58650,ตรายางหมึกในตัว (CONFIRMED) SANBY C-6,2CT-OS-01-024
58651,ตรายางหมึกในตัว (ORIGINAL) SANBY O-5,2CT-OS-01-025
58652,ตรายางหมึกในตัว (PAID) SANBY P-25,2CT-OS-01-026
58653,ตรายางหมึกในตัว (RECEIVED) SANBY R-2,2CT-OS-01-027
58654,ตรายางหมึกในตัว (คู่ฉบับ) SANBY TS-4,2CT-OS-01-028
58655,ตรายางหมึกในตัว (เงินสด) SANBY TS-9,2CT-OS-01-029
58656,ตรายางหมึกในตัว (จ่ายเงินแล้ว) SANBY TS-21,2CT-OS-01-030
58657,ตรายางหมึกในตัว (จ่ายแล้ว) SANBY TS-15,2CT-OS-01-031
58658,ตรายางหมึกในตัว (จ่ายแล้ว) SANBY TS-16,2CT-OS-01-032
58659,ตรายางหมึกในตัว (ด่วน) SANBY,2CT-OS-01-033
